cpu_usage,memory_usage,disk_read_iops,disk_write_iops,network_in,network_out,disk_read_latency,disk_write_latency,disk_free_space,packet_loss,network_latency,query_execution_time,active_connections,http_requests_per_sec,backend_latency,label,timestamp
37.93,24GB,490,273,23GB,22GB,2.59,2.84,137GB,0.81,29.2,120.47,457,885,370.72,1,2025-04-19 06:58:16.811021
56.41,9GB,259,288,11GB,28GB,3.8,4.55,654GB,0.18,55.91,74.3,434,1012,371.62,1,2025-04-19 06:58:31.811021
58.42,7GB,321,201,14GB,27GB,2.73,1.99,750GB,0.97,31.9,118.92,144,1780,292.78,1,2025-04-19 06:58:46.811021
43.69,13GB,130,98,36GB,18GB,4.24,1.78,347GB,0.53,79.05,147.37,24,559,367.71,1,2025-04-19 06:59:01.811021
31.72,12GB,481,238,31GB,47GB,3.84,4.17,693GB,0.65,53.76,117.17,196,812,184.73,1,2025-04-19 06:59:16.811021
45.26,31GB,338,477,41GB,17GB,3.72,2.75,320GB,0.95,98.0,69.94,257,1699,309.41,1,2025-04-19 06:59:31.811021
75.73,7GB,419,482,25GB,10GB,1.84,2.39,307GB,0.97,29.14,178.72,249,1246,221.66,1,2025-04-19 06:59:46.811021
38.43,21GB,150,220,27GB,41GB,1.32,2.28,767GB,0.07,54.51,51.2,90,328,104.89,1,2025-04-19 07:00:01.811021
45.39,20GB,404,185,6GB,41GB,4.07,2.39,355GB,0.0,54.38,158.53,35,1780,295.8,1,2025-04-19 07:00:16.811021
24.21,5GB,475,353,42GB,45GB,2.61,1.67,174GB,0.49,41.94,10.74,40,1949,252.62,1,2025-04-19 07:00:31.811021
43.32,14GB,349,159,49GB,5GB,2.25,4.64,629GB,0.62,76.17,48.51,103,1569,138.41,1,2025-04-19 07:00:46.811021
27.27,21GB,401,286,46GB,42GB,4.59,3.28,468GB,0.24,94.57,29.88,373,195,362.64,1,2025-04-19 07:01:01.811021
11.57,24GB,228,86,49GB,40GB,2.68,3.76,459GB,0.1,58.66,181.22,165,935,195.08,1,2025-04-19 07:01:16.811021
44.67,23GB,349,333,24GB,37GB,3.44,1.64,769GB,0.24,81.65,52.36,229,877,216.52,1,2025-04-19 07:01:31.811021
79.78,12GB,148,445,18GB,16GB,3.45,4.68,558GB,0.2,76.21,90.87,130,1089,296.29,1,2025-04-19 07:01:46.811021
45.47,10GB,268,63,26GB,37GB,1.07,3.48,151GB,0.73,89.63,29.59,62,1646,141.06,1,2025-04-19 07:02:01.811021
26.83,6GB,242,263,34GB,25GB,3.8,2.52,607GB,0.38,11.42,16.9,456,1147,82.67,1,2025-04-19 07:02:16.811021
37.16,27GB,253,399,43GB,17GB,2.3,4.15,632GB,0.81,25.81,23.1,56,1137,327.13,1,2025-04-19 07:02:31.811021
39.94,16GB,178,172,8GB,22GB,2.97,1.8,231GB,0.68,29.48,75.94,31,1619,240.86,1,2025-04-19 07:02:46.811021
53.14,25GB,352,52,46GB,9GB,2.45,2.78,407GB,0.14,37.34,193.45,118,1817,383.42,1,2025-04-19 07:03:01.811021
25.62,14GB,227,244,38GB,24GB,1.95,3.29,156GB,0.7,47.34,167.79,83,922,227.16,1,2025-04-19 07:03:16.811021
79.41,14GB,110,250,5GB,34GB,2.04,4.74,143GB,1.0,88.86,47.13,120,1422,329.84,1,2025-04-19 07:03:31.811021
24.25,26GB,361,381,35GB,30GB,2.89,1.38,620GB,0.88,44.49,123.87,40,1029,330.91,1,2025-04-19 07:03:46.811021
67.82,28GB,238,320,12GB,41GB,1.61,2.02,300GB,0.9,74.94,81.12,460,1474,347.04,1,2025-04-19 07:04:01.811021
66.22,29GB,481,82,16GB,35GB,1.21,4.6,416GB,0.42,81.18,111.05,239,1258,168.67,1,2025-04-19 07:04:16.811021
10.05,12GB,437,440,24GB,8GB,2.33,4.71,335GB,0.37,77.04,56.0,489,1524,107.17,1,2025-04-19 07:04:31.811021
46.29,30GB,183,453,28GB,37GB,4.94,3.92,287GB,0.28,53.75,68.79,75,520,316.23,1,2025-04-19 07:04:46.811021
23.26,26GB,73,166,27GB,17GB,2.65,1.52,684GB,0.45,94.31,180.47,294,626,270.38,1,2025-04-19 07:05:01.811021
48.18,18GB,404,390,47GB,18GB,3.56,4.98,685GB,0.31,33.16,143.8,45,386,207.82,1,2025-04-19 07:05:16.811021
23.54,8GB,328,240,29GB,29GB,1.18,2.55,271GB,0.43,22.03,61.35,34,166,233.05,1,2025-04-19 07:05:31.811021
63.27,16GB,494,72,33GB,36GB,2.91,3.96,629GB,0.73,31.83,60.78,273,591,187.18,1,2025-04-19 07:05:46.811021
55.24,18GB,257,421,20GB,12GB,2.32,1.0,710GB,0.01,76.51,28.39,152,328,325.34,1,2025-04-19 07:06:01.811021
12.77,24GB,272,209,17GB,48GB,3.04,1.17,676GB,0.08,13.65,51.18,186,1800,396.05,1,2025-04-19 07:06:16.811021
61.03,21GB,439,475,13GB,20GB,4.93,4.83,310GB,0.78,75.75,183.9,238,1896,235.95,1,2025-04-19 07:06:31.811021
56.8,25GB,120,245,33GB,25GB,1.45,2.69,766GB,0.15,81.89,130.71,379,550,73.12,1,2025-04-19 07:06:46.811021
58.5,4GB,107,169,37GB,22GB,2.4,4.96,737GB,0.49,50.64,130.39,264,928,286.38,1,2025-04-19 07:07:01.811021
20.01,6GB,270,325,29GB,12GB,1.21,4.22,295GB,0.75,50.81,146.57,165,251,58.76,1,2025-04-19 07:07:16.811021
37.55,22GB,54,153,46GB,29GB,4.95,3.17,775GB,0.92,45.7,36.05,259,1318,61.4,1,2025-04-19 07:07:31.811021
50.93,20GB,300,82,34GB,38GB,1.6,4.78,222GB,0.84,47.92,150.24,96,956,273.7,1,2025-04-19 07:07:46.811021
36.74,12GB,450,107,31GB,26GB,3.11,2.93,442GB,0.86,50.07,23.53,458,814,70.92,1,2025-04-19 07:08:01.811021
59.84,19GB,460,87,32GB,37GB,2.43,3.47,339GB,0.59,35.91,75.71,274,1870,365.1,1,2025-04-19 07:08:16.811021
40.91,11GB,432,128,28GB,22GB,4.23,1.5,629GB,0.09,38.55,79.7,271,1718,222.16,1,2025-04-19 07:08:31.811021
71.89,19GB,385,406,36GB,34GB,2.42,1.05,560GB,0.16,91.42,112.85,383,1524,172.07,1,2025-04-19 07:08:46.811021
75.83,9GB,306,81,40GB,47GB,3.35,3.6,470GB,0.61,10.33,168.38,231,1115,81.85,1,2025-04-19 07:09:01.811021
34.2,19GB,157,448,8GB,26GB,1.06,3.04,277GB,0.26,42.67,54.3,324,1935,130.46,1,2025-04-19 07:09:16.811021
11.06,30GB,283,277,26GB,16GB,3.98,4.82,657GB,0.39,92.54,68.52,188,1154,179.5,1,2025-04-19 07:09:31.811021
13.6,7GB,400,410,22GB,44GB,3.14,4.27,650GB,0.15,56.7,110.72,259,1755,317.87,1,2025-04-19 07:09:46.811021
52.11,21GB,52,162,33GB,44GB,3.6,4.26,447GB,0.55,17.33,142.29,409,668,208.66,1,2025-04-19 07:10:01.811021
33.94,29GB,289,437,24GB,8GB,4.13,3.07,696GB,0.36,73.28,38.01,440,904,173.6,1,2025-04-19 07:10:16.811021
18.43,4GB,151,267,6GB,38GB,2.76,3.63,568GB,0.73,76.84,96.05,250,1741,186.82,1,2025-04-19 07:10:31.811021
42.56,26GB,285,117,6GB,11GB,3.58,4.1,559GB,0.5,83.46,118.64,414,1609,350.19,1,2025-04-19 07:10:46.811021
42.15,17GB,138,271,42GB,6GB,3.24,1.9,306GB,0.51,29.23,38.22,419,1838,367.09,1,2025-04-19 07:11:01.811021
61.63,24GB,145,218,7GB,45GB,4.11,1.32,503GB,0.34,18.91,41.38,46,776,193.04,1,2025-04-19 07:11:16.811021
65.5,12GB,150,156,47GB,48GB,4.8,1.44,565GB,0.91,37.55,68.55,169,1318,203.72,1,2025-04-19 07:11:31.811021
31.5,11GB,288,486,19GB,26GB,2.74,3.92,288GB,0.52,14.61,127.0,417,1801,277.74,1,2025-04-19 07:11:46.811021
50.74,6GB,379,152,44GB,7GB,3.95,3.99,772GB,0.9,92.52,146.89,198,268,238.26,1,2025-04-19 07:12:01.811021
39.52,26GB,464,109,17GB,46GB,4.81,1.54,662GB,0.97,39.24,128.53,455,1144,150.3,1,2025-04-19 07:12:16.811021
21.88,14GB,140,394,13GB,43GB,4.82,3.73,344GB,0.93,70.65,115.09,125,1299,62.24,1,2025-04-19 07:12:31.811021
45.95,11GB,66,135,45GB,24GB,3.21,3.47,477GB,0.15,40.44,137.13,469,341,379.41,1,2025-04-19 07:12:46.811021
53.28,29GB,65,167,46GB,35GB,1.97,4.13,133GB,0.27,35.68,159.04,242,902,52.85,1,2025-04-19 07:13:01.811021
48.28,28GB,460,277,28GB,7GB,1.05,3.02,323GB,0.3,70.97,149.18,471,1931,190.55,1,2025-04-19 07:13:16.811021
106.68,188GB,3970,3397,258GB,463GB,96.94,49.54,7GB,32.18,1465.62,2972.02,3582,18205,2540.4,-1,2025-04-19 07:13:31.811021
21.91,31GB,250,164,48GB,22GB,3.16,1.12,220GB,0.21,13.83,67.25,270,1198,245.16,1,2025-04-19 07:13:46.811021
19.08,21GB,340,204,35GB,33GB,1.62,2.54,452GB,0.02,78.59,29.61,139,845,177.74,1,2025-04-19 07:14:01.811021
47.8,4GB,332,366,18GB,21GB,1.68,3.37,528GB,0.54,65.4,87.27,30,144,323.16,1,2025-04-19 07:14:16.811021
78.39,9GB,277,221,43GB,35GB,3.16,4.21,184GB,0.57,32.62,13.95,253,1325,172.86,1,2025-04-19 07:14:31.811021
113.55,146GB,4652,3376,378GB,217GB,70.1,53.03,7GB,29.65,1118.22,1465.38,2135,23068,3705.66,-1,2025-04-19 07:14:46.811021
77.48,8GB,171,52,30GB,38GB,1.5,3.91,127GB,0.63,32.47,178.96,351,861,361.21,1,2025-04-19 07:15:01.811021
72.99,21GB,138,217,10GB,27GB,3.8,3.84,119GB,0.82,24.91,37.21,36,158,383.11,1,2025-04-19 07:15:16.811021
48.24,17GB,489,435,9GB,32GB,2.87,4.62,324GB,0.3,86.8,73.04,106,183,94.99,1,2025-04-19 07:15:31.811021
57.35,13GB,63,329,38GB,21GB,2.34,4.45,757GB,0.1,39.28,39.1,382,1091,62.94,1,2025-04-19 07:15:46.811021
106.3,214GB,2775,2341,487GB,347GB,38.87,73.6,8GB,44.96,1655.25,1182.6,3722,22529,4496.87,-1,2025-04-19 07:16:01.811021
45.01,30GB,138,207,26GB,26GB,1.57,3.76,329GB,0.09,99.97,144.13,460,1139,211.59,1,2025-04-19 07:16:16.811021
25.96,4GB,368,73,14GB,25GB,4.39,3.07,372GB,0.61,27.53,106.92,304,1026,303.01,1,2025-04-19 07:16:31.811021
20.98,18GB,90,132,17GB,39GB,3.56,2.73,160GB,0.38,43.55,161.61,333,1246,321.12,1,2025-04-19 07:16:46.811021
72.12,7GB,292,119,39GB,10GB,1.4,1.7,375GB,0.49,69.36,187.84,485,333,350.91,1,2025-04-19 07:17:01.811021
35.78,9GB,401,60,16GB,23GB,3.56,2.3,495GB,0.52,14.95,24.02,32,583,194.31,1,2025-04-19 07:17:16.811021
52.35,20GB,377,344,21GB,19GB,2.38,4.45,453GB,0.19,90.54,56.24,168,1113,203.08,1,2025-04-19 07:17:31.811021
50.52,24GB,104,54,5GB,31GB,1.65,3.87,440GB,0.27,16.36,116.12,440,1877,270.97,1,2025-04-19 07:17:46.811021
23.46,25GB,471,355,17GB,39GB,2.62,2.32,315GB,0.46,87.38,44.62,246,1203,239.67,1,2025-04-19 07:18:01.811021
39.24,5GB,349,277,11GB,16GB,2.47,2.06,714GB,0.21,30.11,65.25,438,757,124.01,1,2025-04-19 07:18:16.811021
76.92,23GB,338,495,24GB,36GB,3.78,3.65,275GB,0.71,60.47,158.92,163,666,104.87,1,2025-04-19 07:18:31.811021
63.77,14GB,440,342,6GB,12GB,2.58,2.99,366GB,0.48,26.46,19.98,149,1950,305.98,1,2025-04-19 07:18:46.811021
44.1,12GB,359,460,8GB,39GB,2.29,4.38,390GB,0.43,54.8,171.34,207,1337,210.23,1,2025-04-19 07:19:01.811021
109.09,228GB,2641,4020,265GB,347GB,97.08,23.73,9GB,30.59,1393.12,1919.59,2255,21298,4573.2,-1,2025-04-19 07:19:16.811021
70.52,30GB,244,449,15GB,11GB,3.58,4.77,430GB,0.11,36.06,170.75,177,1536,165.77,1,2025-04-19 07:19:31.811021
58.24,5GB,306,271,15GB,43GB,4.14,4.94,627GB,0.2,91.11,172.34,419,343,366.6,1,2025-04-19 07:19:46.811021
69.37,9GB,362,300,45GB,19GB,4.33,4.89,183GB,0.09,62.94,119.79,350,1992,317.15,1,2025-04-19 07:20:01.811021
58.47,9GB,484,369,45GB,44GB,3.5,4.49,127GB,0.89,29.13,195.06,169,215,75.19,1,2025-04-19 07:20:16.811021
75.2,10GB,122,317,17GB,23GB,4.55,4.14,669GB,0.25,31.47,58.83,436,657,273.54,1,2025-04-19 07:20:31.811021
68.93,9GB,315,485,46GB,16GB,3.68,1.84,154GB,0.24,41.93,66.78,311,532,144.18,1,2025-04-19 07:20:46.811021
44.23,23GB,85,226,46GB,10GB,2.31,3.28,223GB,0.31,77.39,63.57,73,401,380.09,1,2025-04-19 07:21:01.811021
44.75,28GB,291,427,15GB,49GB,3.78,1.51,764GB,0.73,87.31,53.25,115,889,168.37,1,2025-04-19 07:21:16.811021
41.56,29GB,353,341,31GB,13GB,1.59,2.51,721GB,0.65,59.72,85.91,33,419,219.77,1,2025-04-19 07:21:31.811021
101.86,151GB,3236,4618,148GB,250GB,88.43,45.61,7GB,14.44,1280.24,1123.31,2563,29727,4683.06,-1,2025-04-19 07:21:46.811021
56.73,29GB,153,225,8GB,33GB,1.99,2.61,418GB,0.52,54.7,185.22,414,1718,347.81,1,2025-04-19 07:22:01.811021
61.28,29GB,335,296,5GB,19GB,2.43,1.92,736GB,0.8,24.33,78.83,46,664,97.16,1,2025-04-19 07:22:16.811021
17.52,29GB,175,148,21GB,20GB,2.94,2.26,104GB,0.8,66.78,53.94,214,1088,82.4,1,2025-04-19 07:22:31.811021
26.38,31GB,83,104,7GB,27GB,1.6,2.7,357GB,0.95,61.17,116.7,339,1694,207.2,1,2025-04-19 07:22:46.811021
12.01,10GB,414,140,6GB,19GB,4.82,3.32,565GB,0.7,16.82,54.27,183,1389,93.07,1,2025-04-19 07:23:01.811021
14.08,20GB,141,349,18GB,13GB,4.83,3.39,790GB,0.33,64.19,118.59,210,1256,114.49,1,2025-04-19 07:23:16.811021
21.32,20GB,281,61,42GB,30GB,4.5,4.43,280GB,0.2,92.34,132.69,414,1915,253.7,1,2025-04-19 07:23:31.811021
35.8,24GB,387,104,5GB,14GB,2.56,1.46,215GB,0.82,50.69,101.41,128,281,327.95,1,2025-04-19 07:23:46.811021
54.7,10GB,144,217,47GB,43GB,4.6,3.19,389GB,0.14,18.56,31.3,179,1920,70.87,1,2025-04-19 07:24:01.811021
19.71,16GB,410,217,24GB,27GB,4.9,2.15,745GB,0.13,13.84,128.76,195,1341,193.75,1,2025-04-19 07:24:16.811021
11.66,25GB,221,149,40GB,13GB,2.63,1.67,299GB,0.97,30.08,94.84,452,1749,397.35,1,2025-04-19 07:24:31.811021
19.52,22GB,115,50,22GB,41GB,4.11,2.38,117GB,0.17,70.21,78.3,55,367,386.27,1,2025-04-19 07:24:46.811021
51.85,11GB,265,202,38GB,47GB,2.2,3.54,265GB,0.68,50.02,42.21,99,815,268.8,1,2025-04-19 07:25:01.811021
62.69,22GB,238,387,38GB,47GB,2.21,4.41,382GB,0.01,42.72,187.46,445,1745,141.65,1,2025-04-19 07:25:16.811021
10.14,11GB,74,300,11GB,36GB,1.98,1.31,533GB,0.58,71.32,161.32,382,809,87.78,1,2025-04-19 07:25:31.811021
47.99,13GB,488,282,29GB,37GB,4.36,3.29,690GB,0.1,80.05,97.25,259,1518,153.57,1,2025-04-19 07:25:46.811021
60.35,14GB,262,482,44GB,17GB,3.8,3.27,417GB,0.51,65.42,36.53,237,1949,267.13,1,2025-04-19 07:26:01.811021
60.89,26GB,187,354,7GB,16GB,2.29,4.3,552GB,0.99,75.27,74.33,256,1621,210.22,1,2025-04-19 07:26:16.811021
13.93,25GB,201,234,48GB,11GB,1.64,2.71,651GB,0.08,29.78,37.33,363,182,294.91,1,2025-04-19 07:26:31.811021
52.92,24GB,113,245,34GB,49GB,3.85,1.53,214GB,0.42,57.99,149.12,207,205,339.89,1,2025-04-19 07:26:46.811021
58.87,27GB,383,91,24GB,18GB,1.35,4.66,644GB,0.49,83.52,108.93,98,1410,179.99,1,2025-04-19 07:27:01.811021
31.39,23GB,284,320,31GB,28GB,2.01,1.72,440GB,0.37,54.07,80.94,162,506,370.28,1,2025-04-19 07:27:16.811021
75.85,18GB,145,382,34GB,42GB,3.34,4.44,608GB,0.88,11.37,85.19,46,969,86.14,1,2025-04-19 07:27:31.811021
11.78,4GB,228,397,21GB,6GB,1.83,1.57,617GB,0.03,18.65,116.74,17,1676,370.73,1,2025-04-19 07:27:46.811021
39.7,15GB,292,265,12GB,30GB,4.61,2.04,185GB,0.12,76.97,179.47,251,1962,222.54,1,2025-04-19 07:28:01.811021
34.74,12GB,308,136,43GB,9GB,2.79,3.31,791GB,0.54,92.57,23.61,423,1879,173.63,1,2025-04-19 07:28:16.811021
45.39,8GB,201,397,21GB,28GB,2.96,3.42,530GB,0.84,20.05,76.64,486,1146,121.93,1,2025-04-19 07:28:31.811021
18.78,21GB,485,269,7GB,27GB,1.53,1.89,150GB,0.4,51.43,40.15,124,1993,343.52,1,2025-04-19 07:28:46.811021
16.38,9GB,395,274,22GB,14GB,2.26,4.79,170GB,0.25,78.14,85.55,47,1983,93.96,1,2025-04-19 07:29:01.811021
111.16,164GB,3346,3561,406GB,372GB,42.6,37.46,7GB,42.51,1114.18,2511.6,2136,16348,2953.19,-1,2025-04-19 07:29:16.811021
35.42,8GB,338,79,24GB,26GB,3.57,4.48,610GB,0.21,96.1,54.26,245,620,368.15,1,2025-04-19 07:29:31.811021
79.8,4GB,388,96,42GB,26GB,1.21,2.6,268GB,0.48,75.01,100.36,52,1120,345.68,1,2025-04-19 07:29:46.811021
79.34,20GB,137,483,37GB,8GB,1.71,1.29,354GB,0.3,98.31,50.27,385,1013,324.32,1,2025-04-19 07:30:01.811021
35.0,9GB,472,328,10GB,47GB,3.92,4.76,269GB,0.94,84.08,93.43,315,191,368.62,1,2025-04-19 07:30:16.811021
58.52,30GB,447,333,12GB,17GB,4.79,4.44,740GB,0.73,48.46,147.09,221,177,130.09,1,2025-04-19 07:30:31.811021
69.52,13GB,443,346,38GB,48GB,4.51,2.37,538GB,0.53,69.03,135.22,31,1312,86.6,1,2025-04-19 07:30:46.811021
47.93,26GB,99,406,8GB,29GB,3.93,2.26,160GB,0.81,33.65,172.5,97,1747,355.02,1,2025-04-19 07:31:01.811021
41.01,12GB,67,150,17GB,30GB,1.03,2.2,274GB,0.52,14.67,55.53,292,1831,218.11,1,2025-04-19 07:31:16.811021
12.17,8GB,361,398,43GB,46GB,1.54,1.66,172GB,0.58,27.59,122.49,480,1833,134.27,1,2025-04-19 07:31:31.811021
40.76,28GB,438,130,22GB,49GB,2.45,1.31,194GB,0.65,75.49,42.96,265,757,123.87,1,2025-04-19 07:31:46.811021
72.71,17GB,255,128,5GB,31GB,3.32,1.1,224GB,0.15,12.02,100.92,254,1266,203.3,1,2025-04-19 07:32:01.811021
49.35,24GB,86,131,12GB,21GB,2.33,4.12,492GB,0.53,36.66,36.32,93,1467,79.03,1,2025-04-19 07:32:16.811021
52.22,9GB,91,416,12GB,36GB,1.82,2.97,775GB,0.87,89.47,137.63,95,1216,77.14,1,2025-04-19 07:32:31.811021
26.24,24GB,311,427,39GB,27GB,1.85,1.2,296GB,0.02,57.63,113.61,211,576,377.04,1,2025-04-19 07:32:46.811021
69.33,14GB,317,211,33GB,22GB,2.1,2.83,794GB,0.15,33.89,194.07,202,461,358.23,1,2025-04-19 07:33:01.811021
29.6,5GB,170,315,15GB,9GB,1.16,2.74,221GB,0.87,45.48,194.62,224,223,377.83,1,2025-04-19 07:33:16.811021
56.95,21GB,66,243,38GB,25GB,2.99,4.29,608GB,0.03,68.04,148.11,274,1614,102.48,1,2025-04-19 07:33:31.811021
90.58,192GB,2705,3090,136GB,131GB,49.33,79.65,1GB,22.45,1144.13,2870.69,2206,21963,3325.8,-1,2025-04-19 07:33:46.811021
48.95,8GB,381,424,28GB,31GB,1.53,2.37,564GB,0.46,85.63,32.24,232,1574,338.18,1,2025-04-19 07:34:01.811021
47.34,28GB,87,312,32GB,20GB,4.04,1.62,426GB,0.29,29.57,97.27,122,1034,250.81,1,2025-04-19 07:34:16.811021
19.8,23GB,396,102,20GB,6GB,1.3,4.06,301GB,0.0,26.89,89.12,398,1859,334.56,1,2025-04-19 07:34:31.811021
62.25,28GB,173,455,41GB,10GB,1.63,4.92,537GB,0.37,47.32,164.09,319,1665,82.23,1,2025-04-19 07:34:46.811021
70.62,16GB,290,281,16GB,49GB,4.33,2.43,144GB,0.95,98.24,123.58,11,1887,109.97,1,2025-04-19 07:35:01.811021
63.25,19GB,214,253,5GB,40GB,4.09,3.19,380GB,0.65,11.43,199.64,480,194,222.4,1,2025-04-19 07:35:16.811021
74.79,18GB,281,289,41GB,48GB,3.54,2.93,637GB,0.88,29.26,183.82,196,1259,261.02,1,2025-04-19 07:35:31.811021
59.48,23GB,179,143,12GB,33GB,4.77,3.05,759GB,0.12,36.27,91.24,83,883,305.87,1,2025-04-19 07:35:46.811021
78.99,14GB,379,68,46GB,32GB,3.23,4.5,273GB,0.81,45.54,198.61,337,344,234.08,1,2025-04-19 07:36:01.811021
54.98,12GB,138,232,42GB,23GB,1.14,4.8,688GB,0.24,71.01,122.9,22,1595,97.79,1,2025-04-19 07:36:16.811021
31.16,29GB,380,242,6GB,6GB,1.26,4.33,520GB,0.93,67.77,139.42,72,850,108.46,1,2025-04-19 07:36:31.811021
28.08,18GB,82,477,10GB,13GB,1.52,2.76,588GB,0.48,46.34,56.73,24,1012,377.57,1,2025-04-19 07:36:46.811021
43.67,12GB,494,176,30GB,43GB,4.88,3.69,300GB,0.85,53.88,42.02,351,1254,369.93,1,2025-04-19 07:37:01.811021
54.62,16GB,437,343,36GB,32GB,2.59,2.86,203GB,0.49,75.32,175.33,453,1543,337.5,1,2025-04-19 07:37:16.811021
38.67,25GB,464,477,22GB,26GB,3.85,4.14,505GB,0.03,10.72,37.09,233,1867,62.15,1,2025-04-19 07:37:31.811021
11.25,23GB,99,152,6GB,48GB,4.63,4.95,434GB,0.66,72.81,155.22,137,1565,286.9,1,2025-04-19 07:37:46.811021
13.71,20GB,308,258,20GB,30GB,4.93,4.12,248GB,0.39,55.1,87.44,459,529,397.24,1,2025-04-19 07:38:01.811021
57.3,23GB,157,142,25GB,21GB,1.74,2.05,720GB,0.22,35.14,98.11,59,1102,151.3,1,2025-04-19 07:38:16.811021
30.16,23GB,433,421,7GB,43GB,1.52,1.61,401GB,0.57,92.64,44.88,313,567,98.95,1,2025-04-19 07:38:31.811021
77.51,25GB,82,388,22GB,36GB,4.45,3.35,566GB,0.66,35.19,83.08,490,654,130.24,1,2025-04-19 07:38:46.811021
73.91,15GB,498,190,26GB,28GB,4.43,1.06,102GB,0.38,16.97,101.94,472,908,208.83,1,2025-04-19 07:39:01.811021
46.29,11GB,174,147,15GB,7GB,1.79,1.58,251GB,0.26,62.37,48.6,191,777,258.65,1,2025-04-19 07:39:16.811021
29.99,12GB,105,125,5GB,36GB,3.88,4.56,173GB,0.29,62.03,20.8,54,248,251.47,1,2025-04-19 07:39:31.811021
70.82,30GB,222,53,33GB,27GB,3.62,1.58,631GB,0.34,49.08,119.72,498,1069,322.63,1,2025-04-19 07:39:46.811021
37.33,17GB,355,315,15GB,21GB,2.37,2.41,637GB,0.19,46.14,87.68,142,882,109.86,1,2025-04-19 07:40:01.811021
15.02,18GB,447,491,34GB,8GB,4.71,1.86,763GB,0.37,76.88,147.12,126,1804,215.22,1,2025-04-19 07:40:16.811021
35.66,13GB,495,373,18GB,45GB,1.12,1.33,381GB,0.89,91.14,180.72,435,119,165.76,1,2025-04-19 07:40:31.811021
61.26,21GB,483,389,38GB,12GB,4.22,4.17,642GB,0.35,93.21,42.4,52,871,310.75,1,2025-04-19 07:40:46.811021
36.47,4GB,75,185,38GB,39GB,4.63,2.93,444GB,0.12,65.77,123.21,11,1753,222.48,1,2025-04-19 07:41:01.811021
22.87,20GB,111,395,12GB,43GB,1.99,1.61,717GB,0.28,95.61,133.84,304,648,150.59,1,2025-04-19 07:41:16.811021
39.49,6GB,260,295,10GB,5GB,4.98,3.87,425GB,0.9,51.15,20.88,374,921,398.28,1,2025-04-19 07:41:31.811021
60.22,24GB,323,86,17GB,6GB,3.51,4.8,561GB,0.12,20.26,193.6,376,213,234.39,1,2025-04-19 07:41:46.811021
77.34,24GB,480,104,27GB,5GB,1.29,2.79,592GB,0.04,28.77,46.76,245,732,179.61,1,2025-04-19 07:42:01.811021
35.65,21GB,235,480,9GB,34GB,4.26,2.96,425GB,0.03,68.51,53.06,391,973,204.79,1,2025-04-19 07:42:16.811021
53.74,20GB,456,166,14GB,31GB,3.61,3.6,189GB,0.95,53.39,145.75,319,668,280.57,1,2025-04-19 07:42:31.811021
17.83,26GB,485,396,39GB,11GB,2.43,2.27,217GB,0.9,68.49,173.67,257,1009,189.22,1,2025-04-19 07:42:46.811021
45.36,8GB,388,438,18GB,12GB,1.25,2.4,584GB,0.76,43.2,89.79,232,1315,185.41,1,2025-04-19 07:43:01.811021
57.71,16GB,412,126,29GB,14GB,3.13,3.2,386GB,0.8,42.78,174.5,496,1819,295.19,1,2025-04-19 07:43:16.811021
103.34,99GB,2045,2572,216GB,325GB,31.79,31.33,3GB,47.55,1524.52,2490.04,4349,20064,3014.26,-1,2025-04-19 07:43:31.811021
12.87,29GB,114,363,25GB,18GB,1.34,3.9,483GB,0.74,11.77,72.93,269,525,182.1,1,2025-04-19 07:43:46.811021
21.95,6GB,129,495,38GB,15GB,2.56,2.45,681GB,0.02,67.86,88.44,499,641,303.59,1,2025-04-19 07:44:01.811021
76.27,14GB,150,135,13GB,39GB,2.07,3.38,254GB,0.63,65.6,25.46,19,1234,256.39,1,2025-04-19 07:44:16.811021
37.7,25GB,120,318,7GB,22GB,2.45,4.13,597GB,0.26,80.26,25.07,318,350,166.06,1,2025-04-19 07:44:31.811021
39.85,10GB,341,294,30GB,17GB,1.93,3.49,504GB,0.03,68.94,179.77,434,997,99.46,1,2025-04-19 07:44:46.811021
29.96,22GB,149,387,21GB,32GB,2.86,2.78,546GB,0.58,28.13,16.48,483,1703,339.72,1,2025-04-19 07:45:01.811021
64.63,22GB,311,448,45GB,48GB,3.73,3.41,412GB,0.89,86.35,29.91,368,1283,342.28,1,2025-04-19 07:45:16.811021
58.07,20GB,80,270,35GB,36GB,3.95,4.79,497GB,0.38,31.91,90.26,97,1216,153.48,1,2025-04-19 07:45:31.811021
52.0,10GB,342,357,42GB,36GB,2.08,2.72,784GB,0.9,99.17,39.85,207,1896,399.9,1,2025-04-19 07:45:46.811021
53.64,7GB,92,239,14GB,17GB,4.11,2.43,725GB,0.12,97.47,65.02,234,1533,333.14,1,2025-04-19 07:46:01.811021
28.68,4GB,365,468,48GB,24GB,1.45,4.86,658GB,0.93,67.27,162.72,242,976,167.58,1,2025-04-19 07:46:16.811021
35.16,15GB,440,221,17GB,32GB,2.22,5.0,519GB,0.91,26.22,89.98,233,743,72.94,1,2025-04-19 07:46:31.811021
43.82,27GB,391,219,27GB,7GB,1.96,2.7,753GB,0.23,94.42,104.59,400,197,227.68,1,2025-04-19 07:46:46.811021
58.5,23GB,435,329,14GB,18GB,3.61,4.07,754GB,0.64,28.08,98.58,66,617,305.21,1,2025-04-19 07:47:01.811021
